param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,257.5903606519657,703.1026258338936,1055.9580804695831,0.005104700499602279,utterance_000005,0-0-0-0,group_0,SIL,3000.0,1,5,<eps>,"",0.17,#,сан,#,#,SIL,s,coextensive
1,-3.921388182287806,1.46077163186653,18.34577397272393,0.005104700499602279,utterance_000005,0-0-0-0,group_0,SIL,3000.0,1,5,<eps>,"",0.17,#,сан,#,#,SIL,s,coextensive
2,-1.2491947888246056,-1.9627402384427108,7.164948860570158,0.005104700499602279,utterance_000005,0-0-0-0,group_0,SIL,3000.0,1,5,<eps>,"",0.17,#,сан,#,#,SIL,s,coextensive
3,1.7794586496918743,-2.167624993619779,-4.305072782958214,0.005104700499602279,utterance_000005,0-0-0-0,group_0,SIL,3000.0,1,5,<eps>,"",0.17,#,сан,#,#,SIL,s,coextensive
4,-7.17145835049249,1.4169516080162354,-4.370468531980098,0.005104700499602279,utterance_000005,0-0-0-0,group_0,SIL,3000.0,1,5,<eps>,"",0.17,#,сан,#,#,SIL,s,coextensive
0,243.62711459687478,711.6079119159697,1181.5192595579974,0.002806246689227063,utterance_000005,0-0-7-0,group_0,SIL,3358.974358974359,1,5,<eps>,"",0.08000000000000007,кулса,#,#,#,AA,,coextensive
1,-12.00448407104875,-0.4017395883866485,-32.88243321935001,0.002806246689227063,utterance_000005,0-0-7-0,group_0,SIL,3358.974358974359,1,5,<eps>,"",0.08000000000000007,кулса,#,#,#,AA,,coextensive
2,-9.05231923629471,-2.120131356870196,-19.467475474531806,0.002806246689227063,utterance_000005,0-0-7-0,group_0,SIL,3358.974358974359,1,5,<eps>,"",0.08000000000000007,кулса,#,#,#,AA,,coextensive
3,10.231490702280986,0.05410474796777336,12.317930910992173,0.002806246689227063,utterance_000005,0-0-7-0,group_0,SIL,3358.974358974359,1,5,<eps>,"",0.08000000000000007,кулса,#,#,#,AA,,coextensive
4,12.005139295289476,2.746773601739293,-0.9484184163978208,0.002806246689227063,utterance_000005,0-0-7-0,group_0,SIL,3358.974358974359,1,5,<eps>,"",0.08000000000000007,кулса,#,#,#,AA,,coextensive
