param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,4.852386131084388,5.379922812013998,5.692214853334348,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
1,-0.035424006202735774,-0.013519273061377436,0.010886941988007388,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
2,0.013730193717166014,0.007476271255638098,0.00010706152145372789,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
3,0.03728302189831432,0.020733831152012012,0.00024013384019113724,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
4,0.008482002606827804,-0.00660842710684324,0.01587865304777787,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
0,4.456932685868596,5.345908624471025,5.602066551985416,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
1,-0.1855085365591405,0.043026747030594004,0.03933550185595131,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
2,0.0673778514259309,0.022228697370489294,0.01623572581616529,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
3,-0.03619433411237242,-0.018807449920404087,-0.02733086069128068,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
4,-0.03381754071339967,-0.0058134439157260616,0.021220583651184833,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
0,4.70169622662549,5.293068957467689,5.577676608928383,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
1,-0.04057783841465196,0.0489884986793608,0.01851623655419845,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
2,-0.02906201761067643,-0.0021267525014867033,0.0059104561872622315,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
3,-0.01516069122152109,0.0139422900425256,0.007886413431983479,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
4,-0.018627567522213898,-0.0049073058789118745,-0.0006671041274761821,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
0,4.684868718043086,5.205361160954575,5.658330193022367,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
1,-0.043439831314248695,0.017489827020283105,0.04228027837124889,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
2,-0.023977452071694993,-0.00615033227140762,-0.0018100064998581927,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
3,-0.01379079773280067,-0.00400366835940048,-0.00503205266518597,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
4,-0.0038810208202847297,0.0005444305817794534,-0.0010487067784758191,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
0,4.641785254298185,5.181258450662665,5.644412117615427,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
1,-0.0333776778042859,-0.030867421224717143,0.018909147319811224,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
2,-0.028792972706546332,0.005124456742814693,-0.0023599913691466383,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
3,-0.0066200071453078385,-0.00942102295856975,0.0033537582748807684,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
4,-0.0077150471376389515,0.0004405221760137676,-0.0015210083764267467,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
0,4.583958140778276,5.296478050454604,5.678040950037683,0.00016098815144896937,utterance_000004,0-0-9-4,group_0,AA,6948.717948717948,1,4,ҫырса,"",0.08000000000000007,пӗлтерӳсем,ҫапнӑ,s,#,s,ɕ,final
1,-0.044651572776823335,-0.014993888795238206,0.004060806072580366,0.00016098815144896937,utterance_000004,0-0-9-4,group_0,AA,6948.717948717948,1,4,ҫырса,"",0.08000000000000007,пӗлтерӳсем,ҫапнӑ,s,#,s,ɕ,final
2,-0.0383735765780044,-0.004623795230838641,0.0030483087343575197,0.00016098815144896937,utterance_000004,0-0-9-4,group_0,AA,6948.717948717948,1,4,ҫырса,"",0.08000000000000007,пӗлтерӳсем,ҫапнӑ,s,#,s,ɕ,final
3,-0.023128617263121473,-0.005541366166801833,-0.003686144469290508,0.00016098815144896937,utterance_000004,0-0-9-4,group_0,AA,6948.717948717948,1,4,ҫырса,"",0.08000000000000007,пӗлтерӳсем,ҫапнӑ,s,#,s,ɕ,final
4,-0.01463717560758776,0.0005750499507190584,0.0010387929285597232,0.00016098815144896937,utterance_000004,0-0-9-4,group_0,AA,6948.717948717948,1,4,ҫырса,"",0.08000000000000007,пӗлтерӳсем,ҫапнӑ,s,#,s,ɕ,final
0,4.690970780181613,5.324562346288557,5.600148495655646,0.00017311167774548288,utterance_000004,0-0-10-1,group_0,AA,6230.7692307692305,1,4,ҫапнӑ,"",0.0900000000000003,ҫырса,<eps>,ɕ,P,ɕ,P,internal
1,-0.08028934648256769,0.04334220208958085,0.0288583023734362,0.00017311167774548288,utterance_000004,0-0-10-1,group_0,AA,6230.7692307692305,1,4,ҫапнӑ,"",0.0900000000000003,ҫырса,<eps>,ɕ,P,ɕ,P,internal
2,-0.022301344304224348,-0.004640971129624495,0.010180180347294324,0.00017311167774548288,utterance_000004,0-0-10-1,group_0,AA,6230.7692307692305,1,4,ҫапнӑ,"",0.0900000000000003,ҫырса,<eps>,ɕ,P,ɕ,P,internal
3,0.0054069650641167585,0.0014465819466751044,0.007684642862791419,0.00017311167774548288,utterance_000004,0-0-10-1,group_0,AA,6230.7692307692305,1,4,ҫапнӑ,"",0.0900000000000003,ҫырса,<eps>,ɕ,P,ɕ,P,internal
4,0.004369600999408897,0.004125624834102748,0.00432273195581543,0.00017311167774548288,utterance_000004,0-0-10-1,group_0,AA,6230.7692307692305,1,4,ҫапнӑ,"",0.0900000000000003,ҫырса,<eps>,ɕ,P,ɕ,P,internal
0,4.3380840442934785,4.977487425265377,5.689628302066707,0.000010435337472493344,utterance_000004,0-0-2-1,group_0,UW,6230.7692307692305,1,4,кунах,"",0.06000000000000005,ҫав,хулари,K,N,K,N,internal
1,0.005718134602971548,-0.017806485384984836,0.0025637966741519835,0.000010435337472493344,utterance_000004,0-0-2-1,group_0,UW,6230.7692307692305,1,4,кунах,"",0.06000000000000005,ҫав,хулари,K,N,K,N,internal
2,0.00010365356810656441,-0.005141033869979387,-0.0002659562377610055,0.000010435337472493344,utterance_000004,0-0-2-1,group_0,UW,6230.7692307692305,1,4,кунах,"",0.06000000000000005,ҫав,хулари,K,N,K,N,internal
3,6.684505669164236e-6,0.00091563386758367,-0.0010552777866898334,0.000010435337472493344,utterance_000004,0-0-2-1,group_0,UW,6230.7692307692305,1,4,кунах,"",0.06000000000000005,ҫав,хулари,K,N,K,N,internal
4,-0.001088220206397228,0.0013883451166205821,0.00009477714859788873,0.000010435337472493344,utterance_000004,0-0-2-1,group_0,UW,6230.7692307692305,1,4,кунах,"",0.06000000000000005,ҫав,хулари,K,N,K,N,internal
