param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,4.8916783188362825,5.402479076163237,5.677277164371677,0.003630086569439594,utterance_000000,0-0-0-0,group_0,SIL,5333.333333333333,1,4,<eps>,"",0.41,#,вӑйӑн-шайӑн,#,#,R,V,coextensive
1,0.0022291585277999714,-0.00803107757320108,0.010501558525012545,0.003630086569439594,utterance_000000,0-0-0-0,group_0,SIL,5333.333333333333,1,4,<eps>,"",0.41,#,вӑйӑн-шайӑн,#,#,R,V,coextensive
2,-0.00003195372737782862,-0.0026623013829329854,0.008986882928161584,0.003630086569439594,utterance_000000,0-0-0-0,group_0,SIL,5333.333333333333,1,4,<eps>,"",0.41,#,вӑйӑн-шайӑн,#,#,R,V,coextensive
3,-0.002233756248263795,0.0004638770683038867,0.0007375298408195298,0.003630086569439594,utterance_000000,0-0-0-0,group_0,SIL,5333.333333333333,1,4,<eps>,"",0.41,#,вӑйӑн-шайӑн,#,#,R,V,coextensive
4,-0.00018259414127452055,0.005244611066023885,0.006908573551128715,0.003630086569439594,utterance_000000,0-0-0-0,group_0,SIL,5333.333333333333,1,4,<eps>,"",0.41,#,вӑйӑн-шайӑн,#,#,R,V,coextensive
0,4.414852989374012,5.031326204583424,5.6414102482336945,0.000027845190153414487,utterance_000000,0-0-1-1,group_0,AH,6051.282051282051,1,4,вӑйӑн-шайӑн,"",0.05999999999999994,<eps>,упӑшка,V,Y,V,Y,internal
1,0.013856255879630935,-0.06704010717830536,0.007456696334618203,0.000027845190153414487,utterance_000000,0-0-1-1,group_0,AH,6051.282051282051,1,4,вӑйӑн-шайӑн,"",0.05999999999999994,<eps>,упӑшка,V,Y,V,Y,internal
2,-0.012959299797449397,0.01757341316038689,0.002639628389185215,0.000027845190153414487,utterance_000000,0-0-1-1,group_0,AH,6051.282051282051,1,4,вӑйӑн-шайӑн,"",0.05999999999999994,<eps>,упӑшка,V,Y,V,Y,internal
3,0.008936441042960241,-0.0022144527471669893,0.006278829906274718,0.000027845190153414487,utterance_000000,0-0-1-1,group_0,AH,6051.282051282051,1,4,вӑйӑн-шайӑн,"",0.05999999999999994,<eps>,упӑшка,V,Y,V,Y,internal
4,-0.00045360795878941084,-0.005080901502349904,-0.0006491350153235795,0.000027845190153414487,utterance_000000,0-0-1-1,group_0,AH,6051.282051282051,1,4,вӑйӑн-шайӑн,"",0.05999999999999994,<eps>,упӑшка,V,Y,V,Y,internal
