param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,4.327891058236029,4.801194372735846,5.218870253949347,0.012312766377852002,utterance_000002,0-0-0-0,group_0,SIL,3358.974358974359,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
1,-0.026177912051830052,-0.008740273841758885,-0.046893330358807425,0.012312766377852002,utterance_000002,0-0-0-0,group_0,SIL,3358.974358974359,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
2,0.0108703855322657,-0.010088102685089407,0.024377073466817153,0.012312766377852002,utterance_000002,0-0-0-0,group_0,SIL,3358.974358974359,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
3,0.06571996166675036,0.009495419411356171,-0.008821918338369239,0.012312766377852002,utterance_000002,0-0-0-0,group_0,SIL,3358.974358974359,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
4,0.050503403983520136,0.022495063713700286,0.009793538097296797,0.012312766377852002,utterance_000002,0-0-0-0,group_0,SIL,3358.974358974359,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
0,4.228353447672562,4.731374401032483,5.284156324534976,0.00042128375532055003,utterance_000002,0-0-1-1,group_0,AA,3179.4871794871797,1,3,ҫак,"",0.07,<eps>,акцине,ɕ,K,ɕ,K,internal
1,0.017988541889236986,-0.0018812371477068934,0.049960204596136974,0.00042128375532055003,utterance_000002,0-0-1-1,group_0,AA,3179.4871794871797,1,3,ҫак,"",0.07,<eps>,акцине,ɕ,K,ɕ,K,internal
2,0.002137010795685304,-0.006816171996035074,-0.00833621331456106,0.00042128375532055003,utterance_000002,0-0-1-1,group_0,AA,3179.4871794871797,1,3,ҫак,"",0.07,<eps>,акцине,ɕ,K,ɕ,K,internal
3,0.010497686830292752,0.0022271847807706253,-0.0013723944609237936,0.00042128375532055003,utterance_000002,0-0-1-1,group_0,AA,3179.4871794871797,1,3,ҫак,"",0.07,<eps>,акцине,ɕ,K,ɕ,K,internal
4,-0.0006724575415437928,0.00025684726501707826,0.012711180254827252,0.00042128375532055003,utterance_000002,0-0-1-1,group_0,AA,3179.4871794871797,1,3,ҫак,"",0.07,<eps>,акцине,ɕ,K,ɕ,K,internal
0,4.306060588598667,4.747717165685251,5.231544442406269,0.00001485493017873062,utterance_000002,0-0-2-0,group_0,AA,3000.0,1,3,акцине,"",0.050000000000000044,ҫак,4-мӗш,#,K,K,K,initial
1,0.048258709564611986,0.014409583062708651,0.003933727835203029,0.00001485493017873062,utterance_000002,0-0-2-0,group_0,AA,3000.0,1,3,акцине,"",0.050000000000000044,ҫак,4-мӗш,#,K,K,K,initial
2,0.008618979651668829,-0.0004623552015811762,0.0016101600029988813,0.00001485493017873062,utterance_000002,0-0-2-0,group_0,AA,3000.0,1,3,акцине,"",0.050000000000000044,ҫак,4-мӗш,#,K,K,K,initial
3,0.003313327977922189,-0.00133228256381276,0.0016193361286406124,0.00001485493017873062,utterance_000002,0-0-2-0,group_0,AA,3000.0,1,3,акцине,"",0.050000000000000044,ҫак,4-мӗш,#,K,K,K,initial
4,0.003120978611702166,0.0007831461225834687,0.00031263178177763764,0.00001485493017873062,utterance_000002,0-0-2-0,group_0,AA,3000.0,1,3,акцине,"",0.050000000000000044,ҫак,4-мӗш,#,K,K,K,initial
0,4.191486949686047,4.738214261064614,5.078870298477975,0.001152562825139393,utterance_000002,0-0-4-8,group_0,AA,3538.4615384615386,1,3,класранпа,"",0.06999999999999984,4-мӗш,хутшӑнатӑп,P,#,P,χ,final
1,-0.0452830987764925,-0.017042281307414614,0.03947524320736901,0.001152562825139393,utterance_000002,0-0-4-8,group_0,AA,3538.4615384615386,1,3,класранпа,"",0.06999999999999984,4-мӗш,хутшӑнатӑп,P,#,P,χ,final
2,-0.020759778691584786,0.00018252069278130916,-0.030449014027550597,0.001152562825139393,utterance_000002,0-0-4-8,group_0,AA,3538.4615384615386,1,3,класранпа,"",0.06999999999999984,4-мӗш,хутшӑнатӑп,P,#,P,χ,final
3,-0.03089739457530827,-0.0050520453202478974,-0.03885456208137416,0.001152562825139393,utterance_000002,0-0-4-8,group_0,AA,3538.4615384615386,1,3,класранпа,"",0.06999999999999984,4-мӗш,хутшӑнатӑп,P,#,P,χ,final
4,-0.016449143831618405,-0.00045466544697055365,-0.012530238334507029,0.001152562825139393,utterance_000002,0-0-4-8,group_0,AA,3538.4615384615386,1,3,класранпа,"",0.06999999999999984,4-мӗш,хутшӑнатӑп,P,#,P,χ,final
0,4.403179285798064,4.84100635024768,5.247850410316468,0.0007983533866755348,utterance_000002,0-0-5-5,group_0,AA,3000.0,1,3,хутшӑнатӑп,"",0.11000000000000032,класранпа,#,N,t,N,t,internal
1,-0.03745145718905165,-0.03718670247040237,-0.008648957828487252,0.0007983533866755348,utterance_000002,0-0-5-5,group_0,AA,3000.0,1,3,хутшӑнатӑп,"",0.11000000000000032,класранпа,#,N,t,N,t,internal
2,0.0014904417746996839,-0.040630443643509324,-0.003933568240598372,0.0007983533866755348,utterance_000002,0-0-5-5,group_0,AA,3000.0,1,3,хутшӑнатӑп,"",0.11000000000000032,класранпа,#,N,t,N,t,internal
3,0.019543380309317446,0.01927087922735318,0.003293140262098111,0.0007983533866755348,utterance_000002,0-0-5-5,group_0,AA,3000.0,1,3,хутшӑнатӑп,"",0.11000000000000032,класранпа,#,N,t,N,t,internal
4,0.018057597842244307,-0.011998462724134788,0.0025574576701773346,0.0007983533866755348,utterance_000002,0-0-5-5,group_0,AA,3000.0,1,3,хутшӑнатӑп,"",0.11000000000000032,класранпа,#,N,t,N,t,internal
0,4.461304316462683,5.523105408322771,5.746312217324088,0.005992030735554316,utterance_000002,0-0-2-5,group_0,EY,7487.179487179487,1,3,акцине,"",0.14,ҫак,4-мӗш,N,#,N,spn,final
1,-0.040694580341001686,-0.10012759329241165,-0.042644080935955474,0.005992030735554316,utterance_000002,0-0-2-5,group_0,EY,7487.179487179487,1,3,акцине,"",0.14,ҫак,4-мӗш,N,#,N,spn,final
