F1,F2,F3,F1_s,F2_s,F3_s,B1,B2,B3,error,time,rel_time,prop_time,max_formant,n_formant,smooth_method,file_name,id,group,label,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
424.4948299305058,804.3853611325028,1507.076563773272,550.2043227838536,911.8653832366197,1538.2051801020712,334.3164921022507,264.649907737902,172.84235006485235,0.012312766377852002,0.01274999999999999,0.01274999999999999,0.049038461538461496,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
453.90642728610754,838.861581947606,1480.786075899281,549.3304320963318,911.3785065159802,1537.924133576741,333.96466673645864,264.3281645812885,173.59770333315706,0.012312766377852002,0.014749999999999992,0.014749999999999992,0.056730769230769196,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
474.1709142478867,856.154969593943,1432.4565804337471,547.5906259229623,910.4102918586719,1537.3654215699382,333.2642066945788,263.6881568986878,175.110120307097,0.012312766377852002,0.01674999999999999,0.01674999999999999,0.06442307692307687,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
493.1036335595579,879.1446250381243,1413.5343990968158,545.0007766665763,908.9717561705241,1536.5357660569098,332.2214452003157,262.73676780697696,177.3827953031319,0.012312766377852002,0.01874999999999999,0.01874999999999999,0.07211538461538457,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
511.2779423206532,907.6313178261389,1471.067203909699,541.5844987368171,907.0792738241319,1535.4451502011286,330.84576296365327,261.48413922380405,180.4199512092322,0.012312766377852002,0.02074999999999999,0.02074999999999999,0.07980769230769226,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
533.247038150045,909.2431781268484,1536.218189413563,537.3729177666933,904.7543973415975,1534.1066999382979,329.1494487205086,259.9434597094267,184.22615180415343,0.012312766377852002,0.022749999999999992,0.022749999999999992,0.08749999999999997,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
554.3619755671607,898.3099824315728,1551.7493572796013,532.4043666255756,902.0236213927783,1532.5365283101564,327.14751896131054,258.1306931032587,188.80537815983985,0.012312766377852002,0.024749999999999987,0.024749999999999987,0.09519230769230763,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
573.7019571063756,891.449062050603,1551.628769428612,526.724011369415,898.9180927115418,1530.7535444187063,324.8575014378312,256.0642570464923,194.15986790992326,0.012312766377852002,0.02674999999999999,0.02674999999999999,0.10288461538461534,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
582.0930018965706,890.5350364254823,1548.506816141778,520.3834109905241,895.4732691283882,1528.7792292973613,322.2991878568868,253.76466184887545,200.28872142437427,0.012312766377852002,0.02874999999999999,0.02874999999999999,0.11057692307692303,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
571.5076350031771,892.9458711506728,1547.6908809960898,513.4400155094162,891.7285314780308,1526.6373813942732,319.49436179443325,251.25412101634032,207.1862876949171,0.012312766377852002,0.030749999999999993,0.030749999999999993,0.11826923076923072,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
537.4959945980444,897.8852420820299,1551.418279705934,505.95660758270594,887.7267526589274,1524.3538347299818,316.4665082774782,248.5561450894107,214.84035539532428,0.012312766377852002,0.032749999999999994,0.032749999999999994,0.12596153846153843,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
509.68331789182923,900.1496316973324,1557.4443953312707,498.0006933771637,883.5138285925362,1521.9561531222419,313.2405116772802,245.69513026572497,223.23019122348478,0.012312766377852002,0.03474999999999999,0.03474999999999999,0.1336538461538461,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
499.4377427605352,894.7754838609671,1564.1208929415927,489.64384897460656,879.1381762480326,1519.4733041614127,309.8423485382296,242.6959526386343,232.32448791921573,0.012312766377852002,0.03674999999999999,0.03674999999999999,0.1413461538461538,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
501.4222042131105,885.0859534308994,1570.6359626107396,480.9610290199033,874.650204258691,1516.9353168667558,306.2987817443721,239.5835778468653,242.079307386283,0.012312766377852002,0.03874999999999999,0.03874999999999999,0.1490384615384615,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
509.29642149179506,878.4932224020046,1581.4611165503484,472.0298447002889,870.1017619551651,1514.372927154373,302.63706201934707,236.38269458416008,252.43612856605952,0.012312766377852002,0.04074999999999999,0.04074999999999999,0.15673076923076917,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
517.1596497519447,880.3045318480085,1598.1826744513942,462.92981844446456,865.545572875138,1511.8172153989194,298.8846421915618,233.11737885886927,263.3201328321196,0.012312766377852002,0.04274999999999999,0.04274999999999999,0.16442307692307687,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
518.527534818938,884.2352866971278,1613.6763051850428,453.74162295151405,861.0346589757196,1509.299240471828,295.0689089654408,229.8107942203576,274.6388787401773,0.012312766377852002,0.04474999999999999,0.04474999999999999,0.17211538461538456,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
509.19251245870674,884.0991062088069,1610.0591707791998,444.54631230023836,856.6217618727015,1506.8496746872786,291.2169361549663,226.4849314759482,286.28152950714355,0.012312766377852002,0.04674999999999999,0.04674999999999999,0.17980769230769225,3358.974358974359,3,dct_smooth_regression,utterance_000002,0-0-0-0,group_0,SIL,1,3,<eps>,"",0.26,#,ҫак,#,#,P,ɕ,coextensive
