param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,4.319641270664277,5.414408303965992,5.6425714620145335,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
1,-0.01821239391931319,-0.04396417061372463,-0.024326786905570025,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
2,-0.029075037617858297,-0.01184713108611621,-0.0007396410469212326,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
3,-0.015744577879231985,-0.010601577201146283,-0.006404245801956097,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
4,-0.013263478001410239,-0.003866836028797148,-0.0020007057314072934,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
0,4.365203969517837,5.485324039894837,5.69096809597925,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
1,-0.03979168234322386,0.004564572970061907,0.0042591299346721925,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
2,0.014211079674335086,0.002774507950425309,-0.002203350927866712,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
3,-0.007639424984362177,0.0037771548994982385,0.005496115505805569,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
4,-0.0012810147759845676,-0.002438442214896211,0.0010785565662857887,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
0,4.551144890970024,5.455730652760971,5.668911081720535,0.0009956543387771072,utterance_000001,0-0-13-3,group_0,EH,5871.794871794871,1,6,ӗнтӗ,"",0.20000000000000018,йӗртеҫҫӗ,<eps>,t,#,t,SIL,final
1,-0.2058631307986111,0.05099970372584158,0.007078400949742983,0.0009956543387771072,utterance_000001,0-0-13-3,group_0,EH,5871.794871794871,1,6,ӗнтӗ,"",0.20000000000000018,йӗртеҫҫӗ,<eps>,t,#,t,SIL,final
2,0.006244276593893032,0.02476990267018574,0.026164936461074293,0.0009956543387771072,utterance_000001,0-0-13-3,group_0,EH,5871.794871794871,1,6,ӗнтӗ,"",0.20000000000000018,йӗртеҫҫӗ,<eps>,t,#,t,SIL,final
3,-0.014947657757189347,-0.006572353358047717,0.00036936550399980996,0.0009956543387771072,utterance_000001,0-0-13-3,group_0,EH,5871.794871794871,1,6,ӗнтӗ,"",0.20000000000000018,йӗртеҫҫӗ,<eps>,t,#,t,SIL,final
4,-0.011101900305548812,0.006501816621430382,0.003355684970832621,0.0009956543387771072,utterance_000001,0-0-13-3,group_0,EH,5871.794871794871,1,6,ӗнтӗ,"",0.20000000000000018,йӗртеҫҫӗ,<eps>,t,#,t,SIL,final
0,4.659382806874172,5.143473030957003,5.634243449761761,0.00028643973485113826,utterance_000001,0-0-1-1,group_0,AA,6948.717948717948,1,6,калӑн,"",0.09999999999999998,мӗн,<eps>,K,l,K,l,internal
1,-0.08246098634499154,0.027655312026838883,-0.004792834770716849,0.00028643973485113826,utterance_000001,0-0-1-1,group_0,AA,6948.717948717948,1,6,калӑн,"",0.09999999999999998,мӗн,<eps>,K,l,K,l,internal
2,-0.019697298989086887,-0.005573238176030325,0.001729361431479139,0.00028643973485113826,utterance_000001,0-0-1-1,group_0,AA,6948.717948717948,1,6,калӑн,"",0.09999999999999998,мӗн,<eps>,K,l,K,l,internal
