F1,F2,F3,F1_s,F2_s,F3_s,B1,B2,B3,error,time,rel_time,prop_time,max_formant,n_formant,smooth_method,file_name,id,group,label,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
1211.4267682887396,3126.75968257718,4646.450950751102,1158.1199026185218,3032.8760586191224,4649.610470002785,637.3259227788407,636.8655248521665,938.9080673618416,0.10133159593806632,0.012750000000000011,0.012750000000000011,0.016139240506329127,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1190.0853697093673,3039.433811831452,4667.443710320279,1158.2411007255646,3032.9011051042744,4649.6321562543435,637.4418096957618,636.971158035653,938.6146147297919,0.10133159593806632,0.014750000000000013,0.014750000000000013,0.018670886075949383,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1177.7391109064226,2980.7086797470693,4713.821187503509,1158.4833550250653,3032.951135651509,4649.675487032894,637.6735287234058,637.1823792916535,938.0283350318034,0.10133159593806632,0.01675000000000001,0.01675000000000001,0.021202531645569633,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1190.6656934338462,2967.571046593441,4766.128182243418,1158.8463818265545,3033.0260255204157,4649.740378941234,638.0209700790675,637.499098275828,937.1504769242447,0.10133159593806632,0.01875000000000001,0.01875000000000001,0.023734177215189882,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1228.1627736860357,2981.176348196961,4771.659131868403,1159.3297559409439,3033.125587864521,4649.826707013304,638.4839686633064,637.9211791659756,935.9829072186923,0.10133159593806632,0.02075000000000001,0.02075000000000001,0.026265822784810138,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1274.960870218727,3014.448227518019,4715.113053497124,1159.9329110960841,3033.249574047879,4649.934304869724,639.062303550689,638.4484402960697,934.5281035208726,0.10133159593806632,0.022750000000000013,0.022750000000000013,0.028797468354430394,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1290.2702153589041,3020.6652832693317,4611.355105602987,1160.65514049021,3033.397674066501,4650.062964924875,639.755697312732,639.0806536697287,932.7891444929517,0.10133159593806632,0.024750000000000008,0.024750000000000008,0.03132911392405064,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1239.4687841456675,2936.067646386259,4506.524745925761,1161.4955974827299,3033.5695170740914,4650.212438645305,640.5638151747727,639.8175443543739,930.7696978042331,0.10133159593806632,0.02675000000000001,0.02675000000000001,0.03386075949367089,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1173.290252116684,2867.313787813559,4451.834037406279,1162.4532964216846,3033.7646720113457,4650.38243685915,641.4862640089135,640.6587897576202,928.4740058503826,0.10133159593806632,0.02875000000000001,0.02875000000000001,0.03639240506329115,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1141.518815488047,2850.6189884058645,4450.160702496209,1163.5271136070685,3033.982648337989,4650.572630116214,642.5225911656214,641.6040187877725,925.9068693356406,0.10133159593806632,0.030750000000000013,0.030750000000000013,0.038924050632911406,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1140.2480878155766,2868.4336632321283,4496.1288178256245,1164.715788389057,3034.222896866519,4650.782649098243,643.6722831470162,642.6528109006127,923.0736288257076,0.10133159593806632,0.032750000000000015,0.032750000000000015,0.04145569620253166,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1159.9048476425921,2910.6287342746527,4607.608425548527,1166.017924400088,3034.48481069658,4651.012085079002,644.9347641254249,643.8046950350434,919.9801443916319,0.10133159593806632,0.03475000000000001,0.03475000000000001,0.043987341772151904,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1193.319203707663,2952.446023782066,4757.579299378493,1167.431990919573,3034.767726248652,4651.260490433518,646.3093943111626,645.0591484404458,916.632773475944,0.10133159593806632,0.03675000000000001,0.03675000000000001,0.046518987341772164,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1245.662681233441,2993.01602693637,4850.576299413446,1168.9563243699092,3035.0709243956776,4651.527379195958,647.7954681740588,646.4155953989648,913.0383471224502,0.10133159593806632,0.038750000000000014,0.038750000000000014,0.04905063291139242,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1350.6551380239453,3061.6659462415028,4878.418058719917,1170.5891299423317,3035.3936316910736,4651.812227665455,649.3922125237664,647.8734058463147,909.2041447197777,0.10133159593806632,0.04075000000000001,0.04075000000000001,0.05158227848101266,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1472.4221539730652,3163.275550301977,4885.705886549819,1172.328483351011,3035.7350216914833,4652.114475059187,651.0987844544044,649.4318938950662,905.1378674160394,0.10133159593806632,0.04275000000000001,0.04275000000000001,0.054113924050632915,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1490.57995404865,3259.2129380103333,4885.79228047918,1174.1723327136854,3036.0942163724503,4652.43352421195,652.9142691596458,651.0903162647197,900.8476103679197,0.10133159593806632,0.04475000000000001,0.04475000000000001,0.056645569620253175,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1416.0004436723882,3301.996890976508,4849.8994845512325,1176.1185005569798,3036.4702876350775,4652.768742321353,654.8376776248905,652.8478706232552,896.3418339919392,0.10133159593806632,0.046750000000000014,0.046750000000000014,0.05917721518987343,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1319.6493802511334,3256.812153247401,4733.000938918424,1178.164685944468,3036.8622589016786,4653.119461737876,656.8679442038683,654.7036938453409,891.6293343887957,0.10133159593806632,0.048750000000000016,0.048750000000000016,0.06170886075949368,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1250.0430285002574,3064.43413599927,4623.115283095372,1180.3084667253702,3037.2691067981496,4653.484980798692,659.0039240874131,656.6568601925844,886.7192131130182,0.10133159593806632,0.05075000000000002,0.05075000000000002,0.06424050632911393,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1206.173655849724,2900.9717442335564,4643.3092218820175,1182.5473019017213,3037.6897629208765,4653.864564704453,661.2443906730231,658.7063794218677,881.6208464606938,0.10133159593806632,0.05275000000000002,0.05275000000000002,0.0667721518987342,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1176.8050708588619,2866.8883412766418,4689.839234349182,1184.8785341116654,3038.1231156856807,4654.257446437885,663.5880328442313,660.8511948280274,876.3438544464466,0.10133159593806632,0.05475000000000002,0.05475000000000002,0.06930379746835445,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1158.1784876038616,2875.114928993396,4719.380281644762,1187.299392226475,3038.568012256331,4654.662827723181,666.0334521696388,663.0901812277029,870.8980696385959,0.10133159593806632,0.05675000000000001,0.05675000000000001,0.07183544303797469,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1154.4582213839844,2882.969032097773,4736.849580912335,1189.8069940587359,3039.0232605499396,4655.079880025007,668.5791600319852,665.4221428914946,865.2935060174002,0.10133159593806632,0.05875000000000001,0.05875000000000001,0.07436708860759494,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1163.4418018884362,2887.432162103268,4750.960380465578,1192.3983491790752,3039.487631316564,4655.507745586034,671.2235746984929,667.8458114321994,859.540328016484,0.10133159593806632,0.06075000000000001,0.06075000000000001,0.0768987341772152,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1177.8979863272018,2890.741434477871,4764.511304018333,1195.0703618386583,3039.959860290073,4655.945538501662,673.9650183441873,670.3598436570684,853.6488199012208,0.10133159593806632,0.06275000000000001,0.06275000000000001,0.07943037974683545,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1208.3309309605847,2898.226722468387,4770.3185444061555,1197.8198339946214,3040.438650407408,4656.392345830786,676.8017140408376,672.9628193927862,847.6293556309834,0.10133159593806632,0.06475000000000002,0.06475000000000002,0.0819620253164557,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1281.4132184546836,2928.3996237662873,4754.539270713695,1200.6434684354772,3040.9226740931636,4656.8472287412305,679.7317827247041,675.653239292109,841.4923693439875,0.10133159593806632,0.06675,0.06675,0.08449367088607594,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1372.036393325185,3006.5439017395947,4726.896459318098,1203.5378720034398,3041.410575606302,4657.309223688489,682.7532401570322,678.4295226315902,835.2483265946962,0.10133159593806632,0.06875,0.06875,0.0870253164556962,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1411.0789298940902,3123.7486060028023,4717.542298634244,1206.499558910537,3041.900973445847,4657.77734362646,685.8639938920206,681.2900051104,828.9076964643514,0.10133159593806632,0.07075000000000001,0.07075000000000001,0.08955696202531646,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
1398.977553033774,3232.241795509035,4746.895248746682,1209.5249541452629,3042.3924628121777,4658.25057924868,689.0618402675955,684.2329366605242,822.4809246550617,0.10133159593806632,0.07275000000000001,0.07275000000000001,0.09208860759493671,9282.051282051281,3,dct_smooth_regression,utterance_000003,0-0-0-0,group_0,SIL,1,2,<eps>,"",0.79,#,бухгалтер,#,#,SIL,spn,coextensive
