param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,318.67020194194913,1499.276350179481,2067.0438317330395,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
1,-7.518878645306882,-91.66060720330927,-70.97831086294218,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
2,-12.525306621347942,-21.899153144982495,-0.7700945400350012,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
3,-6.4566634372188485,-20.928188802883618,-18.521889452415124,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
4,-5.341619116808673,-6.642351192739863,-5.1573819420330915,0.0006880767582626638,utterance_000001,0-0-0-1,group_0,EH,6948.717948717948,1,6,мӗн,"",0.08000000000000002,#,калӑн,M,N,M,N,internal
0,339.91045027668844,1653.9184067181475,2212.1770739971803,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
1,-19.427319850863253,10.722258506070379,13.283936389295038,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
2,7.382125026541869,6.52105006000088,-6.823709907240568,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
3,-3.969233565201871,8.83291475555615,17.159167327291073,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
4,-0.28408982988066406,-5.67740875178324,3.4678202839119954,0.00013185762313752648,utterance_000001,0-0-9-10,group_0,EH,6589.74358974359,1,6,савӑнтараҫҫӗ,"",0.08000000000000007,хурса,<eps>,ɕː,#,ɕː,SIL,final
0,460.6942903302496,1591.4230278348582,2145.7625702247024,0.0009956543387771072,utterance_000001,0-0-13-3,group_0,EH,5871.794871794871,1,6,ӗнтӗ,"",0.20000000000000018,йӗртеҫҫӗ,<eps>,t,#,t,SIL,final
