param,F1,F2,F3,error,file_name,id,group,label,max_formant,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,681.1502734979437,1430.7098536761002,2220.541548636867,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
1,-36.09985459157575,-31.998972257917206,30.334574774099774,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
2,12.936254411179569,16.320571895826127,2.3604551602842325,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
3,33.443701113768576,39.39529035308887,-0.9098307718196584,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
4,9.59887413143263,-11.069969631905575,51.242861518601046,0.020668970946962184,utterance_000004,0-0-0-0,group_0,SIL,5692.3076923076915,1,4,<eps>,"",0.19,#,ҫав,#,#,SIL,ɕ,coextensive
0,404.5003156902832,1362.5520749921886,1957.4469720850009,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
1,-112.34205431062259,83.53473602575366,107.18871713058523,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
2,50.987161404648845,43.71962907327919,45.45664103879397,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
3,-24.772536844073592,-36.140093551350574,-71.3696112953621,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
4,-14.09987165587316,-12.613022476990274,56.9870341219307,0.006948041415730892,utterance_000004,0-0-5-0,group_0,SIL,6410.25641025641,1,4,<eps>,"",0.3900000000000001,<unk>,юписем,#,#,spn,Y,coextensive
0,547.7092470063651,1263.4651069524725,1885.4420649095164,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
1,-29.758229299434724,87.05721578952068,49.79509966306451,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
2,-20.724127749962136,-0.3214483865634294,16.539573240629156,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
3,-9.906906211208295,24.180893478379684,21.22290282473736,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
4,-13.054467066182534,-7.34251271694361,-1.4791562935575076,0.0005298421303006162,utterance_000004,0-0-1-1,group_0,AA,6589.74358974359,1,4,ҫав,"",0.09999999999999998,<eps>,кунах,ɕ,V,ɕ,V,internal
0,534.5867237890183,1113.524658747914,2116.1705495036877,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
1,-31.73465339775737,27.403366747716024,126.16159355794655,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
2,-16.807322734590507,-9.554895190179655,-3.392044567678512,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
3,-9.390953836026778,-6.469471513122765,-15.414419290659838,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
4,-2.0056709576224447,0.7534608401693929,-3.6594315903911463,0.00024686822682843925,utterance_000004,0-0-2-3,group_0,AA,6230.7692307692305,1,4,кунах,"",0.07999999999999996,ҫав,хулари,N,χ,N,χ,internal
0,502.6620842940094,1076.9809244549313,2071.8754498419107,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
1,-22.850620539780625,-47.3247168606445,55.223788100014495,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
2,-19.725584371164654,9.017189822333124,-6.181483275635928,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
3,-3.8069715311468726,-14.64713863269338,9.610845927217076,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
4,-4.935578442740364,1.2653250880886602,-4.169278742410136,0.00007913480352795719,utterance_000004,0-0-3-3,group_0,AA,6589.74358974359,1,4,хулари,"",0.07999999999999985,кунах,<unk>,l,R,l,R,internal
