F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,phon_stress,sidx,sN,syl_pos,syl_open_closed
296.1444707263527,993.314424563484,1443.9455837869327,3.762726475534371,3.177918319646416,4.134062258559976,3179.48717948718,0.0521527257397812,0.11275,0.125,0.3342245989304813,0-0-0-0,SIL,utterance_027058,group_0,1,fave,,24.74114687834692,4,SIL,0.35,#,P.'AAL.AAR.AHM,#,#,SIL,P,coextensive,,,,,
351.81692700432,1717.9563782169832,3428.2795781150085,4.105633763676973,4.521589541427128,4.155019636437038,7128.205128205128,0.0063471941272336,3.052375,0.057,0.3275862068965517,0-0-8-0,SIL,utterance_027058,group_0,1,fave,186.99726180214296,65.4627770579542,4,SIL,0.1500000000000003,HH.'AAMR.AAN,'EYP.EH,#,#,N,EY1 [sidx=1/sN=2/pos=initial/oc=open],coextensive,,,,,
805.1496461166547,1848.5139798314688,3100.425767820031,3.9014033308402967,4.5871613148808965,4.604426720881398,6051.282051282051,0.0144707342153741,4.547375000000001,0.107,0.3302469135802469,0-0-13-0,SIL,utterance_027058,group_0,1,fave,,50.39852405676746,4,SIL,0.2999999999999998,IXJT.'AAT.AHP,#,#,#,P,,coextensive,,,,,
923.1384468144632,1421.6039148390082,3006.1049396107533,3.470394228491366,3.724613233884116,3.7205462407406698,6051.282051282051,7.41880434982e-05,0.4313749999999999,0.035,0.3365384615384615,0-0-1-1,AA,utterance_027058,group_0,1,fave,201.2220664219979,80.58822129770437,4,P.'AAL.AAR.AHM,0.08,SIL,'EYP.EH,P,L,P,L,internal,0.0,1.0,3.0,initial,open
823.8737229318026,1523.1468121307191,3201.508878771503,3.723558755596204,3.66605071525689,4.100362413563374,6589.74358974359,0.000378981518868,0.604375,0.041,0.3306451612903226,0-0-1-3,AA,utterance_027058,group_0,1,fave,197.9140400032004,81.32853912971314,4,P.'AAL.AAR.AHM,0.0999999999999999,SIL,'EYP.EH,L,R,L,R,internal,1.0,2.0,3.0,med,open
699.9809614251845,1740.2518181921016,3055.09684588147,3.5207414040874903,3.64960752005628,3.704961344912682,7128.205128205128,0.0004093037000816,4.267375,0.047,0.3263888888888889,0-0-12-3,AA,utterance_027058,group_0,1,fave,204.87023322602045,72.89450786919511,4,IXJT.'AAT.AHP,0.1200000000000001,N.UWM.'AAJR.AAHH,SIL,T,T,T,T,internal,1.0,2.0,3.0,med,open
722.2981120742198,1706.630821884354,2738.6543024546568,3.677572118373317,3.5469380525686574,4.150328583983841,7666.666666666666,2.27022609199e-05,0.777375,0.027,0.3214285714285714,0-0-1-5,AH,utterance_027058,group_0,1,fave,226.25173324937575,83.18633366847429,4,P.'AAL.AAR.AHM,0.0599999999999999,SIL,'EYP.EH,R,M,R,M,internal,0.0,3.0,3.0,final,closed
388.60974180079535,2771.024021203129,3390.355621534637,3.002915560067003,2.984095967660548,3.750979653654073,6589.74358974359,0.0003778182823583,0.921375,0.0549999999999999,0.3353658536585365,0-0-2-0,EY,utterance_027058,group_0,1,fave,182.55556817942696,80.44139618595676,4,'EYP.EH,0.14,P.'AAL.AAR.AHM,AHN.'AA,#,P,M,P,initial,1.0,1.0,2.0,initial,open
628.6242733536918,2482.0674453004017,3201.3285266850708,3.5129739210439,3.468778467391248,3.714222018151139,6589.74358974359,0.0027667258992828,3.207375,0.067,0.3284313725490196,0-0-9-0,EY,utterance_027058,group_0,1,fave,178.85924142685204,73.73729209918524,4,'EYP.EH,0.1799999999999997,SIL,SIL,#,P,SIL,P,initial,1.0,1.0,2.0,initial,open
459.6459146079388,2060.29568190484,2865.7970451132405,3.20152496137546,3.482352522128326,3.575262840116928,7307.692307692308,3.73180527321e-05,1.141375,0.0349999999999999,0.3365384615384615,0-0-2-2,EH,utterance_027058,group_0,1,fave,210.932430699164,83.31276925251083,4,'EYP.EH,0.08,P.'AAL.AAR.AHM,AHN.'AA,P,#,P,AH0 [sidx=1/sN=2/pos=initial/oc=open],final,0.0,2.0,2.0,final,open
507.6833644353933,2108.2158110567275,2958.9806423990144,2.9141212303078547,3.361581394562611,3.311237522880265,7307.692307692308,2.67963407448e-05,3.4843750000000004,0.041,0.3306451612903226,0-0-9-2,EH,utterance_027058,group_0,1,fave,173.33224633348786,75.60452007755019,4,'EYP.EH,0.0999999999999996,SIL,SIL,P,#,P,SIL,final,0.0,2.0,2.0,final,open
571.5304531815377,1536.074440765637,3036.3518535062126,3.3770159455827637,3.6728687800990927,3.781126355654451,7128.205128205128,0.0003814419296879,1.221375,0.035,0.3365384615384615,0-0-3-0,AH,utterance_027058,group_0,1,fave,201.81862702580767,82.2204670082587,4,AHN.'AA,0.08,'EYP.EH,SH.UWJT.'AAN.AA,#,N,EH0 [sidx=2/sN=2/pos=final/oc=open],N,initial,0.0,1.0,2.0,initial,open
809.4356306288589,1780.037556792974,3202.2085359322928,3.838140378339705,3.79907339189543,3.881920050752918,7487.179487179487,0.0001041546066559,1.3713750000000002,0.035,0.3365384615384615,0-0-3-2,AA,utterance_027058,group_0,1,fave,187.41684408449757,82.22224405594335,4,AHN.'AA,0.0799999999999998,'EYP.EH,SH.UWJT.'AAN.AA,N,#,N,SH,final,1.0,2.0,2.0,final,open
346.3088041209951,1286.6117110870462,2121.4133078263226,3.542262249650932,3.3684884975948397,4.32437808801106,4794.871794871795,0.0026854185520429,1.546375,0.025,0.3378378378378379,0-0-4-1,UW,utterance_027058,group_0,1,fave,213.07914177943115,77.01155792389301,4,SH.UWJT.'AAN.AA,0.05,AHN.'AA,SIL,SH,J,SH,J,internal,0.0,1.0,3.0,initial,closed
798.0196057383332,1715.157131040619,2992.7130548260134,3.811742894772893,4.079298512130953,3.7646181267074152,7307.692307692308,0.0002387433620194,1.751375,0.0349999999999999,0.3365384615384615,0-0-4-4,AA,utterance_027058,group_0,1,fave,195.9948644401174,81.17140506266324,4,SH.UWJT.'AAN.AA,0.08,AHN.'AA,SIL,T,N,T,N,internal,0.0,2.0,3.0,med,open
1020.3962885221144,1648.4331617175603,3247.4312102018707,4.110903590355016,3.654473864373984,4.332347684580828,6410.25641025641,0.0031029149086239,1.949375,0.091,0.3321167883211678,0-0-4-6,AA,utterance_027058,group_0,1,fave,158.62909119726964,74.45953437745939,4,SH.UWJT.'AAN.AA,0.2500000000000002,AHN.'AA,SIL,N,#,N,SIL,final,1.0,3.0,3.0,final,open
827.3948489789511,1364.3814095761966,1692.371094623525,4.130789097377988,4.281079422699753,3.8157492114271583,4076.923076923077,0.0023671490896476,2.207375,0.047,0.3263888888888889,0-0-6-0,AA,utterance_027058,group_0,1,fave,174.3373918227005,72.6847455423161,4,AANtʃ.'AAHH,0.1200000000000001,SIL,HH.'AAMR.AAN,#,N,SIL,N,initial,0.0,1.0,2.0,initial,open
