F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,phon_stress,sidx,sN,syl_pos,syl_open_closed
248.8678585438192,1003.120147521228,1709.9293779856353,3.5531571340798997,2.508434661419244,4.271182156206252,3358.974358974359,0.0137311435117738,0.11275,0.125,0.3342245989304812,0-0-0-0,SIL,utterance_021824,group_0,1,fave,220.6467823218294,75.36907295327077,4,SIL,0.35,#,M.'AAN.AA,#,#,SIL,M,coextensive,,,,,
331.61353649763964,1430.5326780168518,1948.4416060724411,3.402200216308552,3.301359849238235,4.278298798444883,4435.897435897436,0.0015786532157091,2.434375,0.041,0.3306451612903226,0-0-6-0,SIL,utterance_021824,group_0,1,fave,194.1364516807974,82.454012177576,4,SIL,0.1,'M.AAR,'M.EHN,#,#,R,M,coextensive,,,,,
451.4494720626517,843.533697962989,1419.5571183594232,3.138748140245079,3.668525552346576,3.863718599864927,3179.48717948718,0.031659863934922,3.426375,0.065,0.3350515463917525,0-0-9-0,SIL,utterance_021824,group_0,1,fave,306.9478835327893,75.9905798081291,4,SIL,0.1699999999999999,AAtʃ.AAR.AANP.'AAHH,IYRT.EHN.'EYT.EHP,#,#,HH,IY0 [sidx=1/sN=4/pos=initial/oc=closed],coextensive,,,,,
257.9869409950355,902.4347682685918,1464.940659762889,3.5038179700965366,2.7800671576670326,3.959203866267929,3000.0,0.0510087944123555,4.223375,0.119,0.3361581920903954,0-0-11-0,SIL,utterance_021824,group_0,1,fave,,59.3487754855156,4,SIL,0.33,IYRT.EHN.'EYT.EHP,#,#,#,P,,coextensive,,,,,
834.3981467434332,1494.7382531632038,2933.67760060363,4.176073151997682,3.5855814292360493,4.778930688858262,6589.74358974359,2.53517994437e-05,0.3873749999999999,0.027,0.3214285714285714,0-0-1-1,AA,utterance_021824,group_0,1,fave,210.2315092669957,82.16152141898567,4,M.'AAN.AA,0.06,SIL,K.EHR.'EYSHS.EY,M,N,M,N,internal,0.0,1.0,2.0,initial,open
828.076006589299,1848.432616813259,3193.0030939300914,3.760428778423383,3.541558263969568,3.7542198770913497,7307.692307692308,0.0004604394301541,0.526375,0.045,0.335820895522388,0-0-1-3,AA,utterance_021824,group_0,1,fave,240.29333243333812,83.84205245410783,4,M.'AAN.AA,0.1099999999999999,SIL,K.EHR.'EYSHS.EY,N,#,N,K,final,1.0,2.0,2.0,final,open
486.9682132489566,2111.585186072796,2793.2199099724758,3.040549512960962,3.337114648245639,3.770531877713205,6051.282051282051,6.973586946661754e-06,0.827375,0.027,0.3214285714285714,0-0-2-3,EY,utterance_021824,group_0,1,fave,256.19880721810205,85.90153274498311,4,K.EHR.'EYSHS.EY,0.06,M.'AAN.AA,ɕ.EHNT.'EYRM.EY,R,SH,R,SH,internal,0.0,2.0,3.0,med,closed
465.159810703141,2123.605894945776,3224.352084300551,2.697993934910357,3.239358828727941,3.563319760334322,6230.769230769231,3.39172933237e-05,1.0873750000000002,0.027,0.3214285714285714,0-0-2-6,EY,utterance_021824,group_0,1,fave,263.3607757514526,87.15669120835119,4,K.EHR.'EYSHS.EY,0.0599999999999998,M.'AAN.AA,ɕ.EHNT.'EYRM.EY,S,#,S,ɕ,final,1.0,3.0,3.0,final,open
565.3675403378778,2086.806007856324,2967.1368313789185,3.717621925261348,3.045713465543303,3.0433790368022597,6230.769230769231,1.20686876413e-05,1.576375,0.025,0.3378378378378379,0-0-3-7,EY,utterance_021824,group_0,1,fave,236.6950656981323,87.30105929549217,4,ɕ.EHNT.'EYRM.EY,0.05,K.EHR.'EYSHS.EY,ɕ.AHM.'AHL.AAHH,M,#,M,ɕ,final,1.0,3.0,3.0,final,open
348.5616613775137,1948.5974991633332,2895.99834828609,3.8634379114216033,3.966340802880232,4.230817096438712,6769.2307692307695,4.49093130997e-05,1.746375,0.025,0.3378378378378378,0-0-4-1,AH,utterance_021824,group_0,1,fave,244.490971069402,86.28078318865825,4,ɕ.AHM.'AHL.AAHH,0.05,ɕ.EHNT.'EYRM.EY,'M.AAR,ɕ,M,ɕ,M,internal,0.0,1.0,3.0,initial,open
748.5189991123594,1515.590605789998,3128.188652266459,3.3065370803243166,3.7133983135880495,3.702218243926244,6948.717948717948,0.0002004966864171,1.951375,0.0349999999999999,0.3365384615384614,0-0-4-5,AA,utterance_021824,group_0,1,fave,218.1055626755121,83.34088756384801,4,ɕ.AHM.'AHL.AAHH,0.08,ɕ.EHNT.'EYRM.EY,'M.AAR,L,HH,L,HH,internal,1.0,3.0,3.0,final,closed
840.4109384525698,1444.0975476452877,3074.2136083418027,3.711112534972128,3.416397049271895,3.801467935825941,7128.205128205128,8.70942835561e-05,2.2143750000000004,0.041,0.3306451612903226,0-0-5-1,AA,utterance_021824,group_0,1,fave,234.2984548626075,83.9281576926071,4,'M.AAR,0.0999999999999996,ɕ.AHM.'AHL.AAHH,SIL,M,R,M,R,internal,1.0,1.0,1.0,initial,closed
556.1463092166694,1963.020834119956,2984.707268189126,4.129352087094534,3.200579703058305,2.94904600877032,6230.769230769231,8.68356071708e-05,2.587375,0.027,0.3214285714285714,0-0-7-1,EH,utterance_021824,group_0,1,fave,223.53295022849235,87.27249261670556,4,'M.EHN,0.06,SIL,AAtʃ.AAR.AANP.'AAHH,M,N,M,N,internal,1.0,1.0,1.0,initial,closed
719.6189127587786,2268.681839105813,2990.2509074785025,3.421351216663878,3.131086260773848,3.463015814477533,6051.282051282051,1.50933248024e-05,2.757375,0.027,0.3214285714285714,0-0-8-0,AA,utterance_021824,group_0,1,fave,228.42308580724537,83.856244655577,4,AAtʃ.AAR.AANP.'AAHH,0.06,'M.EHN,SIL,#,tʃ,N,tʃ,initial,0.0,1.0,4.0,initial,open
639.9308037719615,2059.3678323505,2848.725715118203,3.559468279110773,3.096407389856866,3.868683127919215,6051.282051282051,5.890921419083283e-06,2.906375,0.025,0.3378378378378379,0-0-8-2,AA,utterance_021824,group_0,1,fave,231.3373367428009,85.143503331135,4,AAtʃ.AAR.AANP.'AAHH,0.0500000000000002,'M.EHN,SIL,tʃ,R,tʃ,R,internal,0.0,2.0,4.0,med,open
754.2066034866349,1758.4811411714809,2839.136252619849,3.5068431235467794,3.679056074621907,3.93251385249788,7307.692307692308,4.57542419753e-05,3.009375,0.031,0.3297872340425531,0-0-8-4,AA,utterance_021824,group_0,1,fave,221.36958573004145,83.87474706439195,4,AAtʃ.AAR.AANP.'AAHH,0.0699999999999998,'M.EHN,SIL,R,N,R,N,internal,0.0,3.0,4.0,med,closed
800.1227747433093,1441.1683546769368,2702.743363687447,3.285707987657072,3.757573176905991,4.590724245309777,5153.846153846154,0.0003828785195937,3.231375,0.0349999999999999,0.3365384615384614,0-0-8-7,AA,utterance_021824,group_0,1,fave,223.9825129805006,84.27784275268732,4,AAtʃ.AAR.AANP.'AAHH,0.0799999999999996,'M.EHN,SIL,P,HH,P,HH,internal,1.0,4.0,4.0,final,closed
292.6058216898236,2397.635559477093,3232.804021308131,3.4080490228293248,2.8601325858602302,3.5175669138790617,5692.307692307692,0.0003115850297254,3.731375,0.035,0.3365384615384615,0-0-10-3,EH,utterance_021824,group_0,1,fave,202.1092779055027,85.7039714984564,4,IYRT.EHN.'EYT.EHP,0.0799999999999996,SIL,SIL,T,N,T,N,internal,0.0,2.0,4.0,med,open
453.13989950388594,2694.73465618844,3291.427897686182,3.4828148097074214,3.4967946544574118,4.043010543383516,5871.794871794871,0.0004326573664484,3.886375,0.045,0.335820895522388,0-0-10-5,EY,utterance_021824,group_0,1,fave,193.74150445399823,85.2400034548144,4,IYRT.EHN.'EYT.EHP,0.1099999999999998,SIL,SIL,N,T,N,T,internal,1.0,3.0,4.0,med,open
433.490648942615,2501.384770603619,3267.3221870605885,2.653875653034589,3.1272074072102334,3.340113337142716,6589.74358974359,2.12952581442e-05,4.067375,0.027,0.3214285714285714,0-0-10-7,EH,utterance_021824,group_0,1,fave,165.68569644698042,85.16696896485014,4,IYRT.EHN.'EYT.EHP,0.0600000000000005,SIL,SIL,T,P,T,P,internal,0.0,4.0,4.0,final,closed
