filename,interval_label,start,end,steptime,stepnumber,f0,jumpkilleffect
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.02619047619047616,5,190.9241988760252,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.03142857142857139,6,190.67080289687684,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.03666666666666662,7,190.41740691772844,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.04190476190476185,8,190.16401093858008,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.04714285714285708,9,189.9106149594317,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.052380952380952306,10,189.65721898028335,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.057619047619047535,11,189.40382300113498,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.06285714285714276,12,189.15042702198662,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.068095238095238,13,188.89703104283822,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.07333333333333324,14,188.64363506368986,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.07857142857142847,15,188.3902390845415,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.08380952380952371,16,188.13684310539313,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.08904761904761894,17,187.88344712624476,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.09428571428571418,18,187.6300511470964,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.09952380952380942,19,187.59549714993977,1
utterance_000001,ɑ;2;F;FF;F-2-FF,3.4,3.51,0.10476190476190465,20,187.59549714993977,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.0023809523809523725,1,160.96422529942714,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.004761904761904745,2,160.96422529942714,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.0071428571428571175,3,160.96422529942714,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.00952380952380949,4,160.96422529942714,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.011904761904761862,5,160.96422529942714,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.014285714285714235,6,160.96422529942714,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.016666666666666607,7,160.95692316052128,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.01904761904761898,8,160.94649153351293,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.021428571428571352,9,160.93605990650457,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.023809523809523725,10,160.9256282794962,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.026190476190476097,11,160.91519665248782,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.02857142857142847,12,160.90476502547946,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.030952380952380842,13,160.8943333984711,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.033333333333333215,14,160.88390177146275,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.03571428571428559,15,160.8765996325569,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.03809523809523796,16,160.8765996325569,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.04047619047619033,17,160.8765996325569,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.042857142857142705,18,160.8765996325569,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.04523809523809508,19,160.8765996325569,1
utterance_000001,ɛ;1;R;RR;R-1-RR,5.42,5.47,0.04761904761904745,20,160.8765996325569,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.009523809523809532,1,154.67777428607133,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.019047619047619063,2,154.8261684607475,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.028571428571428595,3,155.1753312246915,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.038095238095238126,4,155.5244939886355,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.04761904761904766,5,155.87365675257948,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.05714285714285719,6,156.22281951652346,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.06666666666666672,7,156.57198228046744,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.07619047619047625,8,156.92114504441145,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.08571428571428578,9,157.27030780835543,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.09523809523809532,10,157.6194705722994,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.10476190476190485,11,157.9686333362434,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.11428571428571438,12,158.3177961001874,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.12380952380952391,13,158.66695886413137,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.13333333333333344,14,159.01612162807535,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.14285714285714296,15,159.36528439201936,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.1523809523809525,16,159.44384601390675,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.16190476190476205,17,159.44384601390675,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.1714285714285716,18,159.44384601390675,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.18095238095238114,19,159.44384601390675,1
utterance_000001,ɛ;2;R;RR;R-2-RR,5.62,5.82,0.1904761904761907,20,159.44384601390675,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.003809523809523813,1,250.0491831474949,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.007619047619047626,2,250.0491831474949,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.011428571428571439,3,250.0491831474949,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.015238095238095252,4,250.0198643718242,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.019047619047619063,5,249.5507639610934,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.022857142857142874,6,249.0816635503626,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.026666666666666686,7,248.61256313963182,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.030476190476190497,8,248.143462728901,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.03428571428571431,9,247.6743623181702,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.03809523809523812,10,247.20526190743942,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.04190476190476193,11,246.7361614967086,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.04571428571428574,12,246.26706108597782,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.04952380952380955,13,245.79796067524703,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.053333333333333365,14,245.32886026451624,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.057142857142857176,15,244.85975985378542,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.06095238095238099,16,244.39065944305463,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.0647619047619048,17,243.92155903232384,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.06857142857142862,18,243.89224025665317,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.07238095238095243,19,243.89224025665317,1
utterance_000003,i;1;F;FF;F-1-FF,1.2,1.28,0.07619047619047625,20,243.89224025665317,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.0028571428571428597,1,258.69182984876556,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.0057142857142857195,2,258.69182984876556,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.008571428571428579,3,258.69182984876556,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.011428571428571439,4,258.69182984876556,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.0142857142857143,5,258.69182984876556,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.017142857142857158,6,259.22535940607787,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.020000000000000018,7,259.936732149161,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.022857142857142878,8,260.64810489224413,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.025714285714285738,9,261.35947763532727,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.0285714285714286,10,262.0708503784104,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.03142857142857146,11,262.78222312149353,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.034285714285714315,12,263.4935958645767,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.03714285714285717,13,264.20496860765985,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.04000000000000003,14,264.916341350743,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.042857142857142885,15,265.6277140938261,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.04571428571428574,16,266.1612436511385,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.0485714285714286,17,266.1612436511385,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.051428571428571455,18,266.1612436511385,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.05428571428571431,19,266.1612436511385,1
utterance_000003,e;2;F;FF;F-2-FF,1.39,1.45,0.05714285714285717,20,266.1612436511385,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.0019047619047619065,1,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.003809523809523813,2,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.0057142857142857195,3,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.007619047619047626,4,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.009523809523809532,5,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.011428571428571437,6,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.013333333333333343,7,240.09930413310286,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.015238095238095248,8,240.06298295486403,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.017142857142857154,9,239.77241352895334,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.01904761904761906,10,239.48184410304268,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.020952380952380965,11,239.191274677132,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.02285714285714287,12,238.90070525122132,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.024761904761904777,13,238.61013582531064,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.026666666666666682,14,238.57381464707183,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.028571428571428588,15,238.57381464707183,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.030476190476190494,16,238.57381464707183,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.0323809523809524,17,238.57381464707183,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.03428571428571431,18,238.57381464707183,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.03619047619047622,19,238.57381464707183,1
utterance_000003,ɛ;1;R;RF;R-1-RF,1.58,1.62,0.038095238095238126,20,238.57381464707183,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.003333333333333336,1,232.81302907220922,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.006666666666666672,2,232.81302907220922,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.010000000000000009,3,232.81302907220922,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.013333333333333345,4,232.81302907220922,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.01666666666666668,5,233.2601649901263,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.020000000000000018,6,234.15443682596037,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.023333333333333355,7,235.04870866179448,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.026666666666666693,8,235.94298049762855,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.03000000000000003,9,236.83725233346266,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.03333333333333337,10,237.73152416929676,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.0366666666666667,11,238.62579600513084,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.040000000000000036,12,239.52006784096494,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.04333333333333337,13,240.41433967679902,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.046666666666666703,14,241.30861151263312,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.05000000000000004,15,242.2028833484672,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.05333333333333337,16,243.0971551843013,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.056666666666666705,17,243.54429110221832,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.06000000000000004,18,243.54429110221832,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.06333333333333338,19,243.54429110221832,1
utterance_000003,e;2;F;RF;F-2-RF,1.77,1.84,0.06666666666666672,20,243.54429110221832,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.003809523809523813,1,261.19624679241326,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.007619047619047626,2,261.19624679241326,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.011428571428571439,3,261.19624679241326,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.015238095238095252,4,261.03754864720446,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.019047619047619063,5,258.4983783238621,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.022857142857142874,6,255.9592080005197,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.026666666666666686,7,253.42003767717733,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.030476190476190497,8,250.88086735383496,1
utterance_000003,ɑ;1;F;FF;F-1-FF,2.59,2.67,0.03428571428571431,9,248.34169703049258,1
